Full_Name,Year,Citation,spherical_cluster,topic_keywords,hdbscan_cluster,agglomerative_cluster,tsne_x,tsne_y,umap_x,umap_y,ACM Fellow Profile,DBLP profile,Google Scholar Profile,Affiliation
Srinivas Aluru,2020,For contributions to parallel methods in computational biology and leadership in data science,7,"contributions, parallel, distributed, computing, systems, performance",-1,10,-18.68073,-25.529505,7.195642,5.965457,https://awards.acm.org/award-recipients/aluru_4009189,https://dblp.org/pid/a/SAluru,https://scholar.google.com/citations?user=YOGOScoAAAAJ,"Professor and Executive Director of Institute for Data Engineering and Science, Georgia …"
Steven Gribble,2020,"For contributions to virtualization technology across clusters, servers, and networks",7,"contributions, parallel, distributed, computing, systems, performance",-1,1,21.713398,17.56404,4.7795644,3.2956553,https://awards.acm.org/award-recipients/gribble_5105697,https://dblp.org/pid/g/StevenDGribble,https://scholar.google.com/citations?user=7CohtIMAAAAJ,Distinguished software engineer at google
Steven H. Low,2020,For theoretical foundations and real-world deployment of Internet congestion control and smart grid optimization,9,"contributions, internet, protocols, network, networks, networking",-1,1,34.378895,30.217064,5.4683948,2.24401,https://awards.acm.org/award-recipients/low_1122456,https://dblp.org/pid/l/StevenHLow,https://scholar.google.com/citations?user=4BrebIYAAAAJ,"Gilloon Professor of Computing+Mathematical Sciences, Electrical Engineering, Caltech"
Steven Salzberg,2020,"For contributions to computational biology, including software for DNA sequence analysis, alignment, and genome assembly",12,"contributions, learning, mining, natural, machine, data",-1,10,-18.210308,-28.626131,7.193121,6.070473,https://awards.acm.org/award-recipients/salzberg_3469343,https://dblp.org/pid/s/StevenSalzberg,https://scholar.google.com/citations?user=sUVeH-4AAAAJ,"Bloomberg Distinguished Professor, Johns Hopkins University"
Susanne E Hambrusch,2020,For research and leadership contributions to computer science education,11,"computer, acm, science, contributions, computing, years",-1,18,-1.6648602,18.639713,4.587277,7.305935,https://awards.acm.org/award-recipients/hambrusch_1930809,https://dblp.org/pid/h/SusanneSHambrusch,,
Sven Koenig,2020,"For contributions to artificial intelligence, including heuristic search and multi-agent coordination",5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,3,-25.152521,3.103946,6.13637,5.9890265,https://awards.acm.org/award-recipients/koenig_3810207,https://dblp.org/pid/142/0337,https://scholar.google.com/citations?user=tpoh43QAAAAJ,"Dean's Professor of Computer Science, University of Southern California"
Thomas Eiter,2020,"For contributions to knowledge representation and reasoning, logic programming, and declarative problem solving",5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,3,-17.909348,-2.6572518,5.610744,5.8416543,https://awards.acm.org/award-recipients/eiter_5151170,https://dblp.org/pid/e/TEiter,https://scholar.google.com/citations?user=X1L03cIAAAAJ,Vienna University of Technology (TU Wien)
Toby Walsh,2020,For contributions to artificial intelligence,5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,6,-25.332407,-0.72666246,6.375744,6.2057066,https://awards.acm.org/award-recipients/walsh_1141540,https://dblp.org/pid/86/2576,https://scholar.google.com/citations?user=oOQ6x0IAAAAJ,"Professor, UNSW and CSIRO Data61"
Volker Markl,2020,"For contributions to query optimization, scalable data processing, and data programmability",6,"database, contributions, data, systems, management, databases",-1,0,-8.466182,-33.36437,5.342628,4.992224,https://awards.acm.org/award-recipients/markl_UK78103,https://dblp.org/pid/m/VMarkl,https://scholar.google.com/citations?user=el2k_oIAAAAJ,Technische Universität Berlin
Wang Yi,2020,For contributions to the automated analysis and verification of real-time systems,5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,13,25.459915,-6.302092,1.3708392,4.768906,https://awards.acm.org/award-recipients/yi_8982226,https://dblp.org/pid/00/555,https://scholar.google.com/citations?user=Uv7TfEgAAAAJ,
Wei Wang,2020,For contributions to the foundation and practice of data mining,12,"contributions, learning, mining, natural, machine, data",-1,10,-36.959324,-24.702312,6.6595383,6.597576,https://awards.acm.org/award-recipients/wang_7192664,https://dblp.org/pid/47/1798,https://scholar.google.com/citations?user=JFrpRBIAAAAJ,"University of California, Riverside"
Whitfield Diffie,2020,For the invention of asymmetric public-key cryptography and the promulgation of a practical cryptographic key-exchange method,2,"contributions, privacy, cryptography, security, systems, computer",-1,12,2.977433,-11.36143,6.9900465,3.323931,https://awards.acm.org/award-recipients/diffie_8371646,https://dblp.org/pid/93/2898,,
Xuelong LI,2020,For contributions to computing on and learning from higher-order data,12,"contributions, learning, mining, natural, machine, data",-1,14,-25.546186,-22.035528,6.689393,5.7373853,https://awards.acm.org/award-recipients/li_3165359,https://dblp.org/pid/329/9191,https://scholar.google.com/citations?user=ahUibskAAAAJ,"Professor, Northwestern Polytechnical University, China"
Yiran Chen,2020,For contributions to nonvolatile memory technologies,8,"contributions, design, memory, computer, architecture, systems",-1,15,33.943367,6.5361614,3.6055133,3.064724,https://awards.acm.org/award-recipients/chen_9508444,https://dblp.org/pid/334/1302,https://scholar.google.com/citations?user=3G-nnjMAAAAJ,"Professor, Electrical and Computer Engineering, Duke University"
Yufei Tao,2020,For contributions to algorithms for large scale data processing,7,"contributions, parallel, distributed, computing, systems, performance",-1,14,-23.917881,-18.082617,5.803052,4.8531604,https://awards.acm.org/award-recipients/tao_0950279,https://dblp.org/pid/t/YufeiTao,https://scholar.google.com/citations?user=3FmJBHkAAAAJ,Chinese University of Hong Kong
Wil Van Der Aalst,2020,"For contributions to process mining, process management, and data science",12,"contributions, learning, mining, natural, machine, data",-1,0,-38.472355,-24.563715,5.5103245,5.3527417,https://awards.acm.org/award-recipients/vanderaalst_5194599,https://dblp.org/pid/a/WilMPvanderAalst,,
Bradley G Calder,2019,"For contributions to cloud storage; processor simulation, replay, and feedback-directed optimization of systems and applications",8,"contributions, design, memory, computer, architecture, systems",-1,14,9.658078,21.02639,3.7918122,3.4377549,https://awards.acm.org/award-recipients/calder_4123469,,,
Carlo A Zaniolo,2019,For contributions to the theory and practice of data and knowledge-base systems,6,"database, contributions, data, systems, management, databases",-1,0,-3.0620434,-26.100113,4.8151402,5.5738506,https://awards.acm.org/award-recipients/zaniolo_1278936,,,
Christian Cachin,2019,For contributions to secure distributed computing and cryptographic protocols,2,"contributions, privacy, cryptography, security, systems, computer",-1,14,5.6799846,-7.601,5.497039,3.1878595,https://awards.acm.org/award-recipients/cachin_4033205,https://dblp.org/pid/c/ChristianCachin,https://scholar.google.com/citations?user=c8zferMAAAAJ,"University of Bern, Cryptology and Data Security Group"
Claire Cardie,2019,"For contributions to natural language processing, including coreference resolution,  information and opinion extraction",12,"contributions, learning, mining, natural, machine, data",-1,16,-33.339737,-33.207146,6.985226,7.5701947,https://awards.acm.org/award-recipients/cardie_4215893,https://dblp.org/pid/c/ClaireCardie,https://scholar.google.com/citations?user=ex9BQiIAAAAJ,"Professor of Computer Science, Cornell University"
Darrell Whitley,2019,For technical and professional leadership in the field of genetic and evolutionary computation,11,"computer, acm, science, contributions, computing, years",-1,10,-18.304663,-31.42095,7.0418572,6.0966887,https://awards.acm.org/award-recipients/whitley_0163816,https://dblp.org/pid/w/LDarrellWhitley,https://scholar.google.com/citations?user=0VzUxIcAAAAJ,"Professor of Computer Science,  Colorado State University"
Dawn Song,2019,For contributions to security and privacy,2,"contributions, privacy, cryptography, security, systems, computer",-1,12,4.4405584,-2.6112857,6.766927,2.6916149,https://awards.acm.org/award-recipients/song_ND94565,https://dblp.org/pid/s/DXSong,https://scholar.google.com/citations?user=84WzBlYAAAAJ,"Professor of Computer Science, UC Berkeley"
Diego Calvanese,2019,For contributions to description logics and their applications in data management and software engineering,3,"software, contributions, engineering, testing, community, analysis",-1,0,3.431817,-21.10219,4.716488,5.4761434,https://awards.acm.org/award-recipients/calvanese_0397786,https://dblp.org/pid/c/DiegoCalvanese,https://scholar.google.com/citations?user=We0kRfEAAAAJ,"Prof. of Computer Science, KRDB, Free Univ. of Bozen-Bolzano; Wallenberg Visiting Prof …"
Salvatore J Stolfo,2019,For contributions to machine-learning-based cybersecurity and parallel hardware for database inference systems,12,"contributions, learning, mining, natural, machine, data",-1,14,6.6304784,-9.505994,5.8143034,4.65419,https://awards.acm.org/award-recipients/stolfo_1487883,https://dblp.org/pid/s/SalvatoreJStolfo,,
Deborah Frincke,2019,"For contributions in education, the practice of research, and the leadership of cybersecurity",2,"contributions, privacy, cryptography, security, systems, computer",-1,12,4.9944263,0.9833346,6.6564612,2.6019862,https://awards.acm.org/award-recipients/frincke_3189248,https://dblp.org/pid/01/2316,https://scholar.google.com/citations?user=LO7ZkPgAAAAJ,"Associate Laboratory Director Sandia National Laboratories, head of National Security …"
Magdalena Balazinska,2019,For contributions to scalable distributed data systems,7,"contributions, parallel, distributed, computing, systems, performance",0,1,26.232609,15.554465,4.903314,3.6621227,https://awards.acm.org/award-recipients/balazinska_1316264,https://dblp.org/pid/b/MagdalenaBalazinska,https://scholar.google.com/citations?user=DDxFvcIAAAAJ,University of Washington
Ronald F Boisvert,2019,For contributions to mathematical software and service to the profession,3,"software, contributions, engineering, testing, community, analysis",-1,6,-10.978469,13.203357,2.5566483,6.3408194,https://awards.acm.org/award-recipients/boisvert_1461136,https://dblp.org/pid/83/1418,https://scholar.google.com/citations?user=ctI1jBAAAAAJ,"Chief, Applied and Computational Mathematics Division, National Institute of Standards and"
Scott J Aaronson,2019,For contributions to quantum computing and computational complexity,1,"contributions, algorithms, complexity, computational, theory, geometry",-1,14,-11.610089,-12.7460165,6.6698594,4.1631317,https://awards.acm.org/award-recipients/aaronson_9555914,,https://scholar.google.com/citations?user=EYv2BNQAAAAJ,"David J. Bruton Centennial Professor of Computer Science, University of Texas at Austin"
Elena Ferrari,2019,For contributions to security and privacy of data and social network systems,2,"contributions, privacy, cryptography, security, systems, computer",-1,1,5.2882495,-3.718735,6.7063375,2.8063662,https://awards.acm.org/award-recipients/ferrari_0528703,https://dblp.org/pid/f/ElenaFerrari,https://scholar.google.com/citations?user=kOc4beIAAAAJ,University of Insubria
Elizabeth Frances Churchill,2019,For contributions to human-computer interaction and service to the ACM.,10,"human, interaction, contributions, computer, computing, design",-1,2,-20.867706,10.896354,4.91408,7.702062,https://awards.acm.org/award-recipients/churchill_4552865,,,
Emery David Berger,2019,For contributions in memory management and programming language implementation,4,"programming, contributions, languages, language, program, compilers",-1,18,38.33373,-17.801674,2.341789,4.2659163,https://awards.acm.org/award-recipients/berger_4417531,,,
Giovanni Vigna,2019,For contributions to improving the security of the Internet and combating cybercrime,2,"contributions, privacy, cryptography, security, systems, computer",-1,12,2.510384,-0.26902813,6.5966334,2.5866616,https://awards.acm.org/award-recipients/vigna_4457024,https://dblp.org/pid/v/GiovanniVigna,https://scholar.google.com/citations?user=2eM6GocAAAAJ,UC Santa Barbara and VMware
Hanspeter Pfister,2019,"For contributions to volume rendering, visualization, computer graphics, and computer vision applications",0,"vision, contributions, computer, graphics, image, geometry",-1,4,-45.74319,-1.6533947,8.9722,6.513892,https://awards.acm.org/award-recipients/pfister_4049490,https://dblp.org/pid/p/HanspeterPfister,https://scholar.google.com/citations?user=VWX-GMAAAAAJ,"An Wang Professor of Computer Science, Harvard University"
Jason Nieh,2019,"For contributions to operating systems, virtualization, and computer science education",7,"contributions, parallel, distributed, computing, systems, performance",-1,18,24.307516,4.2478886,4.4212165,3.3645248,https://awards.acm.org/award-recipients/nieh_4272597,https://dblp.org/pid/n/JasonNieh,https://scholar.google.com/citations?user=UGrnqBUAAAAJ,Columbia University
Jeffrey S Rosenschein,2019,"For contributions to multi-agent systems, in particular, the use of game theory in multi-agent systems",5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,3,-25.96759,4.8405676,6.1032567,5.8078856,https://awards.acm.org/award-recipients/rosenschein_UI64416,https://dblp.org/pid/r/JeffreySRosenschein,https://scholar.google.com/citations?user=TIQlTAEAAAAJ,"Professor of Computer Science, The Hebrew University of Jerusalem"
Kanianthra Mani Chandy,2019,"For contributions to queuing networks, performance analysis, distributed and parallel programming, and distributed simulation",7,"contributions, parallel, distributed, computing, systems, performance",-1,1,22.798544,24.17152,4.562257,3.7395585,https://awards.acm.org/award-recipients/chandy_4104642,https://dblp.org/pid/c/KManiChandy,,
Kavita Bala,2019,For contributions to rendering and scene understanding,0,"vision, contributions, computer, graphics, image, geometry",-1,17,-47.710495,-0.5861913,9.111592,6.7486086,https://awards.acm.org/award-recipients/bala_4162558,https://dblp.org/pid/b/KavitaBala,https://scholar.google.com/citations?user=Rh16nsIAAAAJ,Cornell University
Lidong Zhou,2019,For contributions to trustworthy distributed computing and to systems research and education in China,2,"contributions, privacy, cryptography, security, systems, computer",-1,1,28.713142,12.592471,4.981639,2.8852453,https://awards.acm.org/award-recipients/zhou_UI17761,https://dblp.org/pid/z/LidongZhou,https://scholar.google.com/citations?user=rillZYsAAAAJ,Microsoft Research
Lise Getoor,2019,"For contributions to machine learning, reasoning under uncertainty, and responsible data science",5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,3,-15.630542,-1.5248384,5.9888673,5.5237694,https://awards.acm.org/award-recipients/getoor_2946767,https://dblp.org/pid/g/LiseGetoor,https://scholar.google.com/citations?user=Y8-xGncAAAAJ,"Professor of Computer Science, University of California, Santa Cruz"
Marc Najork,2019,For contributions to web search and web science,12,"contributions, learning, mining, natural, machine, data",-1,0,-26.203596,-27.028667,6.5996995,7.158601,https://awards.acm.org/award-recipients/najork_3678687,https://dblp.org/pid/n/MarcNajork,https://scholar.google.com/citations?user=7HeAnjwAAAAJ,Google
Maria L Gini,2019,For contributions to robotics and multi-agent systems and a lifelong commitment to diversity in computing,5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,3,-28.254894,4.5135965,5.955256,6.045806,https://awards.acm.org/award-recipients/gini_1720564,https://dblp.org/pid/g/MariaLGini,,
Matthew B Dwyer,2019,For contributions to the specification and analysis of software,3,"software, contributions, engineering, testing, community, analysis",-1,7,10.027629,-21.355734,2.704168,5.901783,https://awards.acm.org/award-recipients/dwyer_2631372,https://dblp.org/pid/d/MatthewBDwyer,,
Michael J. Freedman,2019,For contributions to robust distributed systems for the modern cloud,7,"contributions, parallel, distributed, computing, systems, performance",0,1,27.390638,14.774108,5.041904,3.157991,https://awards.acm.org/award-recipients/freedman_6665293,https://dblp.org/pid/65/1370,https://scholar.google.com/citations?user=BFE6IQwAAAAJ,"Robert E. Kahn Professor of Computer Science, Princeton University"
Mihai Pop,2019,"For contributions to computational biology, algorithms, and software for DNA sequence analysis and sequence assembly",12,"contributions, learning, mining, natural, machine, data",-1,10,-18.212437,-28.443897,7.256835,6.0478745,https://awards.acm.org/award-recipients/pop_4359402,https://dblp.org/pid/293/3689,https://scholar.google.com/citations?user=4glkLD0AAAAJ,"Professor of Computer Science, University of Maryland, College Park"
Mona Singh,2019,"For contributions to computational biology, spearheading algorithmic and machine learning approaches for characterizing proteins and their interactions",12,"contributions, learning, mining, natural, machine, data",-1,10,-20.07102,-26.963419,7.167811,6.0209537,https://awards.acm.org/award-recipients/singh_3869211,https://dblp.org/pid/230/3282,https://scholar.google.com/citations?user=JpAehzgAAAAJ,Consultant
Moshe Tennenholtz,2019,For contributions to AI and algorithmic game theory,5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,3,-24.6901,-5.0359855,6.3433905,5.0580897,https://awards.acm.org/award-recipients/tennenholtz_UI18460,https://dblp.org/pid/t/MosheTennenholtz,https://scholar.google.com/citations?user=65FCPpwAAAAJ,
Noshir Contractor,2019,"For contributions to advances in computational social science, network science and web science",12,"contributions, learning, mining, natural, machine, data",-1,1,-18.58615,13.24944,5.8188167,6.9590106,https://awards.acm.org/award-recipients/contractor_N008268,https://dblp.org/pid/84/4114,https://scholar.google.com/citations?user=Fqw9o84AAAAJ,"Jane S. & William J. White Professor of Behavioral  Sciences, Northwestern University"
Paul Beame,2019,"For contributions in computational and proof complexity and their applications, and for outstanding service",1,"contributions, algorithms, complexity, computational, theory, geometry",-1,14,-7.9558067,-15.530917,6.469664,4.382535,https://awards.acm.org/award-recipients/beame_3208394,https://dblp.org/pid/b/PaulBeame,https://scholar.google.com/citations?user=plYoF-MAAAAJ,"Professor of Computer Science and Engineering, University of Washington"
Peter W Shor,2019,"For contributions to quantum computing, information theory, and randomized algorithms",1,"contributions, algorithms, complexity, computational, theory, geometry",-1,14,-12.778083,-12.057203,6.866961,4.012083,https://awards.acm.org/award-recipients/shor_UJ26384,https://dblp.org/pid/s/PeterWShor,,
Philip R Cohen,2019,"For contributions to the theory and practice of multi-agent systems, human-computer dialogue, and multimodal interaction",10,"human, interaction, contributions, computer, computing, design",-1,5,-34.623005,10.708614,6.2164106,7.8128457,https://awards.acm.org/award-recipients/cohen_4633822,https://dblp.org/pid/69/1786,https://scholar.google.com/citations?user=V72PR9wAAAAJ,"Chief Scientist, Openstream, Inc."
Prashant J Shenoy,2019,For contributions to the modeling and design of distributed systems,7,"contributions, parallel, distributed, computing, systems, performance",-1,2,24.693262,22.495102,5.2485404,3.0600967,https://awards.acm.org/award-recipients/shenoy_4174397,https://dblp.org/pid/s/PrashantJShenoy,,
Diana Marculescu,2019,For contributions to the design and optimization of energy-aware computing systems,8,"contributions, design, memory, computer, architecture, systems",-1,9,14.758022,39.28283,3.9091356,2.3751028,https://awards.acm.org/award-recipients/marculescu_4918843,https://dblp.org/pid/59/2715,https://scholar.google.com/citations?user=MRHzTAIAAAAJ,The University of Texas at Austin
Andreas Reuter,2019,For contributions to database concurrency control and for service to the community,6,"database, contributions, data, systems, management, databases",-1,2,1.3654587,5.909153,4.361447,4.784954,https://awards.acm.org/award-recipients/reuter_2059137,https://dblp.org/pid/r/AReuter,,
Moustafa A Youssef,2019,For contributions to location tracking algorithms,13,"wireless, contributions, mobile, systems, networks, computing",-1,0,5.344952,11.866872,4.7468596,1.6909417,https://awards.acm.org/award-recipients/youssef_1643915,https://dblp.org/pid/52/727,,
Nisheeth Vishnoi,2019,"For contributions to theoretical computer science and its connections with mathematics, sciences, and social sciences",1,"contributions, algorithms, complexity, computational, theory, geometry",-1,6,-7.997682,-9.286338,6.226832,4.597713,https://awards.acm.org/award-recipients/vishnoi_3313941,https://dblp.org/pid/02/2229,,
Dacheng Tao,2019,For contributions to representation learning and its applications,12,"contributions, learning, mining, natural, machine, data",-1,10,-30.977104,-20.325726,6.8420997,6.5051827,https://awards.acm.org/award-recipients/tao_6316488,https://dblp.org/pid/46/3391,https://scholar.google.com/citations?user=RwlJNLcAAAAJ,The University of Sydney
Yuan Xie,2019,For contributions to the design techniques and tools for the implementation and evaluation of computer architectures,3,"software, contributions, engineering, testing, community, analysis",-1,7,17.85769,0.12911953,3.2924907,4.9279146,https://awards.acm.org/award-recipients/xie_UK86900,https://dblp.org/pid/62/1418,https://scholar.google.com/citations?user=dK2ZuDcAAAAJ,Professor of University of California at Santa Barbara
Rada Mihalcea,2019,"For contributions to natural language processing, with innovations in data-driven and graph-based language processing",12,"contributions, learning, mining, natural, machine, data",-1,16,-31.716192,-34.711594,7.0202045,7.6593122,https://awards.acm.org/award-recipients/mihalcea_5516842,https://dblp.org/pid/m/RadaMihalcea,https://scholar.google.com/citations?user=UetM7FgAAAAJ,"Professor of Computer Science, University of Michigan"
Ramesh Kumar Sitaraman,2019,"For contributions to content delivery networks, distributed systems, and scalable Internet services",9,"contributions, internet, protocols, network, networks, networking",0,1,28.949486,16.768082,5.238921,2.9958735,https://awards.acm.org/award-recipients/sitaraman_4810933,,,
Robin R Murphy,2019,For contributions in founding and advancing the field of computing for disasters and robotics,11,"computer, acm, science, contributions, computing, years",-1,6,-17.047338,19.901142,4.936357,7.0997996,https://awards.acm.org/award-recipients/murphy_3201472,https://dblp.org/pid/71/3442,https://scholar.google.com/citations?user=SIcRijoAAAAJ,Computer Science and Engineering Texas A&M
Saman Amarasinghe,2019,"For contributions to high performance computing on modern hardware platforms, domain-specific languages, and compilation techniques",8,"contributions, design, memory, computer, architecture, systems",-1,18,37.317616,-11.594833,2.632484,3.8499818,https://awards.acm.org/award-recipients/amarasinghe_4130225,https://dblp.org/pid/a/SPAmarasinghe,https://scholar.google.com/citations?user=cF6i_goAAAAJ,MIT
Sheila McIlraith,2019,For contributions to knowledge representation and its applications to automated planning and semantic web services,12,"contributions, learning, mining, natural, machine, data",-1,7,-13.39908,3.7176516,5.3442135,6.041933,https://awards.acm.org/award-recipients/mcilraith_2299173,https://dblp.org/pid/66/3221,https://scholar.google.com/citations?user=ny2zuvMAAAAJ,"Professor of Computer Science, University of Toronto"
Songwu Lu,2019,For helping create a more resilient and performant cellular network,13,"wireless, contributions, mobile, systems, networks, computing",-1,11,29.447386,31.66192,5.213087,1.271603,https://awards.acm.org/award-recipients/lu_UK94644,https://dblp.org/pid/55/758,https://scholar.google.com/citations?user=PVdTviYAAAAJ,"Professor of Computer Science, UCLA"
Srdjan Capkun,2019,For contributions to systems and wireless network security,13,"wireless, contributions, mobile, systems, networks, computing",-1,11,30.614061,37.245438,5.217903,1.3229395,https://awards.acm.org/award-recipients/capkun_8123382,https://dblp.org/pid/51/1639,https://scholar.google.com/citations?user=VtkPBNsAAAAJ,"Professor of Computer Science, ETH Zurich"
Srinivasan Seshan,2019,"For contributions to computer networking, mobile computing and wireless communications",13,"wireless, contributions, mobile, systems, networks, computing",0,11,27.11226,32.826702,5.0776787,1.4633356,https://awards.acm.org/award-recipients/seshan_4001905,https://dblp.org/pid/s/SrinivasanSeshan,https://scholar.google.com/citations?user=0irVeiQAAAAJ,Carnegie Mellon University
Subbarao Kambhampati,2019,For contributions to automated planning and human-aware AI systems and leadership within the field,5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,3,-29.034727,2.3184533,6.043577,6.1320934,https://awards.acm.org/award-recipients/kambhampati_5416417,https://dblp.org/pid/k/SKambhampati,https://scholar.google.com/citations?user=yl3L07sAAAAJ,Arizona State University
Tamara G Kolda,2019,"For innovations in algorithms for tensor decompositions, contributions to data science, and community leadership",12,"contributions, learning, mining, natural, machine, data",-1,4,-25.395061,-16.328943,6.623073,5.4102554,https://awards.acm.org/award-recipients/kolda_5055801,https://dblp.org/pid/45/6474,https://scholar.google.com/citations?user=9hjmW7AAAAAJ,MathSci.ai (independent consulting)
Tarek Abdelzaher,2019,"For interdisciplinary contributions that bridge cyber-physical systems, social sensing, real-time computing, and control",13,"wireless, contributions, mobile, systems, networks, computing",-1,2,19.627327,29.929058,4.547457,1.8355868,https://awards.acm.org/award-recipients/abdelzaher_UJ76483,https://dblp.org/pid/a/TarekFAbdelzaher,https://scholar.google.com/citations?user=cA28Zs0AAAAJ,University of Illinois
Timothy Chan,2019,"For contributions to computational geometry, algorithms, and data structures",1,"contributions, algorithms, complexity, computational, theory, geometry",-1,4,-35.266415,-8.829761,8.025027,5.395308,https://awards.acm.org/award-recipients/chan_4172730,https://dblp.org/pid/95/5439,,
Timothy Pinkston,2019,"For contributions to interconnection network routing algorithms and architectures, and leadership in expanding computing research",7,"contributions, parallel, distributed, computing, systems, performance",-1,1,13.797881,18.084621,5.1003895,3.2874591,https://awards.acm.org/award-recipients/pinkston_4451597,https://dblp.org/pid/10/2904,https://scholar.google.com/citations?user=eZSkx1wAAAAJ,"Professor of Electrical Engineering, University of Southern California"
Vincent Conitzer,2019,"For contributions to game theory, social choice theory, and mechanism design",5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,3,-23.571127,-4.5462236,6.340405,5.30038,https://awards.acm.org/award-recipients/conitzer_3162059,https://dblp.org/pid/c/VincentConitzer,https://scholar.google.com/citations?user=juRk4lQAAAAJ,Carnegie Mellon University
Wendy Elizabeth Mackay,2019,"For contributions to human-computer interaction, mixed reality and participatory design, and leadership in ACM SIGCHI",10,"human, interaction, contributions, computer, computing, design",-1,5,-38.229855,13.234419,6.041962,8.083339,https://awards.acm.org/award-recipients/mackay_4789780,,https://scholar.google.com/citations?user=nxSqwG4AAAAJ,"Inria, LISN, Université Paris-Saclay"
Xiangyang Li,2019,"For contributions to the design, analysis and optimization of IoT and mobile systems",13,"wireless, contributions, mobile, systems, networks, computing",-1,11,22.196417,36.62954,4.630557,1.482664,https://awards.acm.org/award-recipients/li_5098611,https://dblp.org/pid/l/XiangYangLi,https://scholar.google.com/citations?user=wZKoSgsAAAAJ,HuaZhong Agricultural University
Xilin Chen,2019,For contributions to face and sign language recognition and multimedia systems,0,"vision, contributions, computer, graphics, image, geometry",-1,5,-54.756092,-5.6367116,8.564809,7.4358206,https://awards.acm.org/award-recipients/chen_9151253,https://dblp.org/pid/c/XilinChen,https://scholar.google.com/citations?user=vVx2v20AAAAJ,"Institute of Computing Technology, Chinese Academy of Sciences"
Alec Wolman,2018,For contributions to trusted mobile systems and services,2,"contributions, privacy, cryptography, security, systems, computer",-1,12,37.32055,15.350492,5.066621,1.7538115,https://awards.acm.org/award-recipients/wolman_3324563,https://dblp.org/pid/06/915,https://scholar.google.com/citations?user=DVml6kMAAAAJ,Microsoft Research
Alex C. Snoeren,2018,"For innovative approaches to measuring, managing and directing network traffic",9,"contributions, internet, protocols, network, networks, networking",-1,1,38.46916,31.306175,5.7171903,2.1700017,https://awards.acm.org/award-recipients/snoeren_5175211,https://dblp.org/pid/s/AlexCSnoeren,https://scholar.google.com/citations?user=lBzZU1IAAAAJ,UC San Diego
Amy S Bruckman,2018,For contributions to collaborative computing and foundational work in Internet research ethics.,2,"contributions, privacy, cryptography, security, systems, computer",-1,12,-2.4355938,12.561709,5.4402504,3.3274567,https://awards.acm.org/award-recipients/bruckman_3906062,https://dblp.org/pid/b/AmyBruckman,,
Andre M Dehon,2018,"For contributions to architecture exploration and design automation of spatially programmable computing fabrics, especially FPGAs",8,"contributions, design, memory, computer, architecture, systems",-1,9,15.240905,25.775417,3.5621314,3.55537,https://awards.acm.org/award-recipients/dehon_3448123,,,
Avi Wigderson,2018,For contributions to theoretical computer science and mathematics,1,"contributions, algorithms, complexity, computational, theory, geometry",-1,6,-8.312066,-10.661666,6.359617,4.3838134,https://awards.acm.org/award-recipients/wigderson_3844537,https://dblp.org/pid/w/AviWigderson,,
Bangalore S Manjunath,2018,"For contributions to image search and retrieval with applications in digital libraries, marine sciences, and biology",0,"vision, contributions, computer, graphics, image, geometry",-1,17,-51.347412,-9.744365,8.785068,7.271667,https://awards.acm.org/award-recipients/manjunath_5138235,https://dblp.org/pid/m/BSManjunath,https://scholar.google.com/citations?user=P9qLEo4AAAAJ,"… of Research, Swami Vivekananda Yoga Anusandhana Samsthana (S-VYASA) Bangalore"
Bruce M Maggs,2018,For contributions to the development of content distribution networks and the theory of computer networks,9,"contributions, internet, protocols, network, networks, networking",-1,1,27.878004,22.32228,5.407636,2.5592935,https://awards.acm.org/award-recipients/maggs_3684958,https://dblp.org/pid/m/BruceMMaggs,,
Dan Halperin,2018,For contributions to robust geometric computing and applications to robotics and automation,0,"vision, contributions, computer, graphics, image, geometry",-1,4,-36.731384,-1.4451417,8.3345585,5.8568225,https://awards.acm.org/award-recipients/halperin_4119301,https://dblp.org/pid/h/DanHalperin,https://scholar.google.com/citations?user=2-e0jiEAAAAJ,"Professor of Computer Science, Tel Aviv University"
David Parkes,2018,"For contributions to computational markets, including novel mechanism design and incentive engineering methods",5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,3,-13.465363,-22.240427,6.542448,5.0199537,https://awards.acm.org/award-recipients/parkes_9764989,https://dblp.org/pid/198/5164,https://scholar.google.com/citations?user=JUn8PgwAAAAJ,"George F. Colony Professor of Computer Science, Harvard University"
Kimberly Keeton,2018,"For contributions improving the dependability, manageability, and usability of storage and novel memory systems",8,"contributions, design, memory, computer, architecture, systems",-1,15,32.3767,6.82522,3.8312576,3.0273767,https://awards.acm.org/award-recipients/keeton_4065769,https://dblp.org/pid/k/KimberlyKeeton,https://scholar.google.com/citations?user=wR_tv-kAAAAJ,Google
