x,y,cluster,keywords,citation,full_name,year
6.794111,7.2499933,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions in information retrieval and digital libraries,Edward Alan Fox,2017
5.055189,1.2256471,1,"contributions, systems, wireless, internet, networks, distributed","For contributions to multi-user wireless LANs, wireless networks for underserved regions, and cross-layer wireless networking",Edward Knightly,2017
3.0652313,3.038489,6,"contributions, parallel, computing, memory, performance, design",For contributions to die-stacking technologies in computer architecture,Gabriel H Loh,2017
1.9984131,6.1922455,2,"contributions, software, programming, languages, verification, systems",For contributions to recommenders for software engineering and to program comprehension,Gail C Murphy,2017
5.916149,2.2620678,0,"security, contributions, privacy, cryptography, systems, internet","For contributions to empirical measurement and analysis in systems, networking and security",Geoffrey Voelker,2017
9.055347,6.931704,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to vision-based robotics and to computer-enhanced interventional medicine,Gregory Hager,2017
1.5807295,4.6302342,2,"contributions, software, programming, languages, verification, systems",For theoretical and practical contributions to compositional real-time scheduling and runtime verification,Insup Lee,2017
5.542014,2.1243978,1,"contributions, systems, wireless, internet, networks, distributed","For contributions to congestion control, operating system support for networks and virtual private networks",K. K. Ramakrishnan,2017
3.6810615,4.1242347,6,"contributions, parallel, computing, memory, performance, design",For development of new parallel programming techniques and their deployment in high performance computing applications,Laxmikant Kale,2017
4.6573863,1.4342808,1,"contributions, systems, wireless, internet, networks, distributed","For contributions to sensor networks, mobile personal sensing, and cyber-physical systems",Mani B. Srivastava,2017
2.073513,6.3811703,2,"contributions, software, programming, languages, verification, systems","For contributions to end-user software engineering, understanding gender biases in software, and broadening participation in computing",Margaret Burnett,2017
6.3189826,4.7721505,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to logic in computer science, database theory, algorithms, and computational complexity",Martin Grohe,2017
5.617588,6.076076,2,"contributions, software, programming, languages, verification, systems",For contributions to the algorithmic aspects of electronic design automation (EDA),Martin Wong,2017
8.885701,6.5336623,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to computer vision and computer graphics, particularly optimization and simulation",Michael Kass,2017
6.6676264,4.2940593,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to computational complexity, particularly randomized computation and circuit complexity",Michael Sipser,2017
5.151433,3.199166,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to performance modeling and analysis of distributed computing systems,Mor Harchol-Balter,2017
6.359839,7.450023,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions in probabilistic multimodal models of human behavior and uses in intelligent, interactive systems",Nuria Oliver,2017
6.9223647,6.9074745,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to machine learning with structured data, and innovations in scientific communication",Andrew K. Mccallum,2017
1.6833407,4.6259556,2,"contributions, software, programming, languages, verification, systems",For contributions to the semantic and logical foundations of compilers and program verification systems,Lars Birkedal,2017
3.3100421,3.146746,6,"contributions, parallel, computing, memory, performance, design","For contributions to computer architecture research, especially in memory systems",Onur Mutlu,2017
6.6841106,6.571661,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to artificial intelligence and data mining,Qiang Yang,2017
9.084941,6.571305,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to computer graphics rendering and physics-based computer vision,Ravi Ramamoorthi,2017
4.5561004,4.0094686,6,"contributions, parallel, computing, memory, performance, design",For contributions to parallel and distributed discrete event simulation,Richard M Fujimoto,2017
6.445085,4.078343,5,"contributions, algorithms, theory, complexity, computational, design",For transformative work that laid the complexity-theoretic foundations for the science of cryptography,Shafi Goldwasser,2017
8.839516,7.282308,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to large-scale multimedia content recognition and multimedia information retrieval,Shih Fu Chang,2017
6.451561,4.0811467,5,"contributions, algorithms, theory, complexity, computational, design",For transformative work that laid the complexity-theoretic foundations for the science of cryptography,Silvio Micali,2017
9.020108,6.7248793,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to computer vision and computer graphics,Steve Seitz,2017
3.9951296,7.684322,3,"computer, contributions, acm, computing, science, years",For co-founding ACM SIGCHI and disseminating exemplary user experience design and evaluation practices worldwide,Susan Dray,2017
6.805988,3.6909063,0,"security, contributions, privacy, cryptography, systems, internet","For contributions to foundations of cryptography, including multi-party computations, signatures, and threshold and proactive protocol design",Tal Rabin,2017
8.274765,5.962601,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to robotics, and motion planning, geometric algorithms, and their applications",Tomas Lozano-Perez,2017
7.1640363,4.3993354,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to algorithmic coding theory, pseudorandomness, and the complexity of approximate optimization",Venkatesan Guruswami,2017
6.357764,2.3912356,0,"security, contributions, privacy, cryptography, systems, internet","For contributions to systems and network security, intrusion and anomaly detection and malware analysis",Wenke Lee,2017
9.056181,6.83889,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to theory and application of low-dimensional models for computer vision and pattern recognition,Yi Ma,2017
5.848215,8.103213,8,"human, contributions, interaction, computer, computing, design",For contributions to human-computer interaction and the design of human-centered technology,Yvonne Rogers,2017
5.9846754,1.710445,1,"contributions, systems, wireless, internet, networks, distributed",For contributions in protocols for network and system security.,Adrian Perrig,2016
5.044213,7.6335177,8,"human, contributions, interaction, computer, computing, design",For contributions to creating information and computing technologies with and for children.,Allison Druin,2016
3.320801,3.2093005,6,"contributions, parallel, computing, memory, performance, design",For contributions to branch prediction and cache memory design.,Andre Seznec,2016
4.895789,3.4970887,6,"contributions, parallel, computing, memory, performance, design",For contributions to large-scale distributed computing.,Anne-Marie Kermarrec,2016
3.9706035,4.0746036,6,"contributions, parallel, computing, memory, performance, design",For leadership in high performance computing and eScience.,Anthony Hey,2016
6.6037107,5.885059,7,"contributions, learning, intelligence, artificial, mining, machine",For applications of machine learning and for increasing participation of women in computer science.,Carla Brodley,2016
9.041115,7.0300994,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions in computer vision.,Carlo Tomasi,2016
3.5391064,3.3531768,6,"contributions, parallel, computing, memory, performance, design",For contributions to transactional memory and data center architecture.,Christos Kozyrakis,2016
6.995338,3.1571681,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to cryptography and computer security.,Dan Boneh,2016
2.5280242,5.252928,2,"contributions, software, programming, languages, verification, systems",For contributions to software modeling and the creation of the modeling language Alloy.,Daniel Jackson,2016
5.3180184,3.6195674,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to distributed computing and graph algorithms.,David Peleg,2016
5.0619726,5.371985,4,"contributions, database, data, management, systems, query","For data management and integration in non-traditional domains including biomedicine, finance, and humanitarian applications.",Louiqa Raschid,2016
5.9392676,8.215941,8,"human, contributions, interaction, computer, computing, design","For contributions to human-computer interaction, particularly new interaction modes and novel user interface software formalisms.",Robert J.K. Jacob,2016
4.417408,1.5814581,1,"contributions, systems, wireless, internet, networks, distributed","For contributions to sustainability sensing, low-power wireless sensing, and mobile health.",Shwetak N Patel,2016
5.1185436,3.2323272,1,"contributions, systems, wireless, internet, networks, distributed","For contributions to cloud networking, storage, and data management.",Sudipta Sengupta,2016
2.9364514,3.6162422,6,"contributions, parallel, computing, memory, performance, design",For contributions to software prefetching and thread-level speculation.,Todd C Mowry,2016
7.717991,5.051782,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to geometric computing, data structures, and graph algorithms.",Erik Demaine,2016
9.071431,6.5078187,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to computational photography and computer graphics rendering.,Fredo Durand,2016
1.9342784,4.5496182,2,"contributions, software, programming, languages, verification, systems",For contributions to static program analysis.,Ganesan Ramalingam,2016
5.912263,6.357974,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to artificial intelligence and the development of the Semantic Web.,James Hendler,2016
5.737339,8.102973,8,"human, contributions, interaction, computer, computing, design","For contributions to human-computer interaction, with a focus on user interface design tools and ubiquitous computing.",James Landay,2016
4.9275393,2.1121461,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to mobile computing and reliable distributed systems.,Jason Flinn,2016
5.8362045,2.1391816,1,"contributions, systems, wireless, internet, networks, distributed","For contributions to local network technology, internet measurement, and research.",Joseph Bryan Lyles,2016
5.62562,7.949198,8,"human, contributions, interaction, computer, computing, design",For contributions to human-computer interaction and advocacy for empowerment and voice through technology.,Justine Cassell,2016
1.6249799,4.6871667,2,"contributions, software, programming, languages, verification, systems",For contributions to making program verification accessible and practical.,K. Rustan M. Leino,2016
3.7542133,2.4822028,6,"contributions, parallel, computing, memory, performance, design",For contributions to the design of low power multi-processor systems.,Luca Benini,2016
6.064023,5.9551134,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to the field of artificial intelligence, in particular in planning, learning, multi-agent systems, and robotics.",Manuela Veloso,2016
3.4950514,3.6483393,6,"contributions, parallel, computing, memory, performance, design",For the design and implementation of column-store and main-memory database systems.,Martin Kersten,2016
5.8462906,3.8996801,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to computational complexity, theory of distributed computing, and design and analysis of algorithms.",Michael E Saks,2016
5.7945375,4.463915,2,"contributions, software, programming, languages, verification, systems",For contributions to computing theory and its practical application.,Monika Henzinger,2016
6.369384,2.3921602,0,"security, contributions, privacy, cryptography, systems, internet",For data-driven studies of Internet security and Internet censorship.,Nick Feamster,2016
6.943072,4.6923923,5,"contributions, algorithms, theory, complexity, computational, design","For contributions in the study of expander graphs, derandomization and streaming algorithms.",Noga Alon,2016
5.9348097,2.2139795,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to Internet measurement and analysis.,Paul Barford,2016
6.9885855,3.2906125,0,"security, contributions, privacy, cryptography, systems, internet","For contributions to applied cryptography, authentication and computer security.",Paul Van Oorschot,2016
5.8272696,8.063977,8,"human, contributions, interaction, computer, computing, design",For contributions to human-computer interaction and the design of human-centered technology.,Abigail Sellen,2016
9.128446,6.5494595,9,"contributions, vision, computer, graphics, geometry, robotics","For work on global illumination, material capture, and display of high-dynamic-range images.",Holly E Rushmeier,2016
1.501004,4.823818,2,"contributions, software, programming, languages, verification, systems",For contributions to the theory and practice of probabilistic verification.,Marta Kwiatkowska,2016
5.8295264,1.8858379,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to the theory and practice of Internet routing and bridging protocols.,Radia Perlman,2016
3.3590655,2.2832253,2,"contributions, software, programming, languages, verification, systems",For contributions in design of embedded systems and hardware-software codesign.,Rajesh Gupta,2016
6.2991233,4.6082916,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to the field of theoretical computer science.,Ravi Kannan,2016
3.9914374,2.628003,6,"contributions, parallel, computing, memory, performance, design","For contributions to power, energy, and thermal management of servers and datacenters.",Ricardo Bianchini,2016
5.7384043,5.0115666,6,"contributions, parallel, computing, memory, performance, design","For contributions to data science, data intensive computing and data mining.",Robert L. Grossman,2016
3.4250784,2.4094872,6,"contributions, parallel, computing, memory, performance, design",For contributions to the enhancement of performance and reliability in integrated circuits.,Sachin S. Sapatnekar,2016
6.1810822,7.953996,8,"human, contributions, interaction, computer, computing, design","For contributions to the empirical and theoretical foundations of multimodal systems, and to human-centered computer interfaces.",Sharon Oviatt,2016
1.5808051,5.0150833,2,"contributions, software, programming, languages, verification, systems","For contributions to verification, programming languages, and software engineering.",Somesh Jha,2016
2.397382,4.1459427,2,"contributions, software, programming, languages, verification, systems",For contributions to memory management in programming languages.,Stephen Blackburn,2016
3.121308,2.9293664,6,"contributions, parallel, computing, memory, performance, design",For contributions to power aware computer architecture.,Trevor Mudge,2016
5.223439,7.7327585,8,"human, contributions, interaction, computer, computing, design",For leadership in broadening participation in computing.,Valerie Taylor,2016
4.863315,1.4830124,1,"contributions, systems, wireless, internet, networks, distributed",For research contributions and professional leadership in networked and mobile computing systems.,Venkata Padmanabhan,2016
9.185835,6.833169,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to low-level computer vision, machine learning, and computer graphics.",William Freeman,2016
6.927143,7.687414,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to spoken language processing.,Xuedong Huang,2016
5.2162366,6.4328814,7,"contributions, learning, intelligence, artificial, mining, machine",For leadership in advancing the use of artificial intelligence in support of science and for service to the community.,Yolanda Gil,2016
6.7175665,6.633484,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to machine learning and data mining.,Zhi-Hua Zhou,2016
4.391488,5.429173,4,"contributions, database, data, management, systems, query","For contributions to the design, implementation, and evaluation of modern database systems.",Anastasia Ailamaki,2015
4.8693933,3.3411295,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to cloud computing.,Assaf Schuster,2015
3.3936567,3.3359106,6,"contributions, parallel, computing, memory, performance, design",For contributions to multiprocessor and memory architecture design and evaluation.,Babak Falsafi,2015
6.7527585,6.8705153,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to knowledge discovery and data mining, opinion mining, and sentiment analysis.",Bing Liu,2015
6.6481347,6.5254927,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to the theory and practice of machine learning and data mining.,Chih-Jen Lin,2015
6.309248,3.1441433,0,"security, contributions, privacy, cryptography, systems, internet","For contributions to the science of database privacy, cryptography, and distributed computing.",Cynthia Dwork,2015
6.839545,6.918403,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to the theory and practice of probabilistic topic modeling and Bayesian machine learning.,David M. Blei,2015
3.8771753,2.1379128,6,"contributions, parallel, computing, memory, performance, design",For contributions to low-power computing systems.,Naehyuck Chang,2015
5.363352,3.0607574,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to content distribution architectures in peer-to-peer networks.,Pablo Rodriguez,2015
8.007495,5.3708534,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to high-dimensional geometric computing, streaming/sketching algorithms, and the Sparse Fourier Transform.",Piotr Indyk,2015
6.602832,6.4719734,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to the foundation, methodology and applications of data mining.",Jian Pei,2015
5.982062,8.210144,8,"human, contributions, interaction, computer, computing, design",For contributions to human-computer interaction and leadership in the CHI community.,Mary P. Czerwinski,2015
7.0158424,7.637102,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to natural language processing and computational linguistics,Dragomir R Radev,2015
5.855536,7.727007,8,"human, contributions, interaction, computer, computing, design",For contributions to human-centered computing and to the development of health information technologies.,Elizabeth D. Mynatt,2015
2.0318155,4.878722,2,"contributions, software, programming, languages, verification, systems",For contributions to the logical foundations of automatic theorem proving and types for programming languages.,Frank Pfenning,2015
1.6531527,4.8528533,2,"contributions, software, programming, languages, verification, systems","For contributions to description logics, data management, and verification of data-driven processes",Giuseppe De Giacomo,2015
5.8535643,7.463921,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to the research and development of security informatics and health informatics systems.,Hsinchun Chen,2015
4.886343,5.3019795,4,"contributions, database, data, management, systems, query",For contributions to the theory and practice of data management systems.,Jayant R Haritsa,2015
5.893679,5.6120105,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to artificial intelligence through the development of a calculus for probabilistic and causal reasoning.,Judea Pearl,2015
6.955188,7.714582,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to spoken language processing.,Julia Hirschberg,2015
5.062548,2.1860502,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to delay-tolerant networking.,Kevin Fall,2015
3.4481533,2.680611,6,"contributions, parallel, computing, memory, performance, design","For contributions in power- and thermal-aware modeling, design and benchmarking of microprocessors, including GPUs.",Kevin Skadron,2015
2.223155,4.02478,2,"contributions, software, programming, languages, verification, systems",For contributions to just-in-time compilation and optimization and to compiler techniques for computer security.,Michael Franz,2015
7.1032987,4.12202,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to coding theory, cryptography, parallel algorithms and derandomization.",Michael George Luby,2015
1.8695037,6.1299043,2,"contributions, software, programming, languages, verification, systems",For contributions to the theory and practice of software reliability engineering.,Michael Rung-Tsong Lyu,2015
5.918952,5.9967446,2,"contributions, software, programming, languages, verification, systems",For contributions to multi-agent systems and the formalization of rational action in multi-agent environments.,Michael Wooldridge,2015
5.074004,7.5330796,8,"human, contributions, interaction, computer, computing, design",For contributions to robotics and leadership in broadening participation in computing.,Nancy M Amato,2015
1.4740142,4.6921973,2,"contributions, software, programming, languages, verification, systems",For contributions to research in automated formal verification of hardware and software systems.,Orna Grumberg,2015
5.2465568,1.4472239,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to computer and mobile systems security.,Patrick McDaniel,2015
5.7584233,7.2226486,8,"human, contributions, interaction, computer, computing, design",For contributions in social computing and human-computer interaction.,Paul Dourish,2015
8.647999,5.933375,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to computer graphics and geometry processing.,Peter Schroeder,2015
4.9817963,5.6342587,4,"contributions, database, data, management, systems, query",For contributions to structured data representation and specification and their impact on the Web.,Ramanathan Guha,2015
7.2746716,4.560907,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to algorithms for convex sets and probability distributions.,Santosh Vempala,2015
1.587335,5.0180044,2,"contributions, software, programming, languages, verification, systems",For contributions to the theory and practice of automated analysis and verification of software.,Shmuel Sagiv,2015
1.5691067,5.788521,2,"contributions, software, programming, languages, verification, systems",For contributions to software analysis and defect detection.,Sriram Rajamani,2015
7.171267,5.992194,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to mathematical theory, algorithms, and software for large-scale molecular phylogenetics and historical linguistics.",Tandy Warnow,2015
3.981963,3.0327334,6,"contributions, parallel, computing, memory, performance, design",For contributions to performance and reliability enhancement of flash-memory storage systems.,Tei-Wei Kuo,2015
6.942616,3.2130384,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to cryptography and information security.,Ueli M Maurer,2015
7.042937,3.3273008,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to cryptography and software research.,Victor Miller,2015
5.12082,5.56213,4,"contributions, database, data, management, systems, query",For contributions to data provenance and to the foundations of information integration.,Wang-Chiew Tan,2015
1.8882058,4.576089,2,"contributions, software, programming, languages, verification, systems","For contributions to safe, high-performance functional programming languages and compilers, and to compiler verification.",Xavier Leroy,2015
4.675199,1.4291767,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to sensor networks.,Yunhao Liu,2015
9.051863,6.4496756,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to non-photorealistic rendering, multi-resolution representations, and computer graphics.",Adam Finkelstein,2014
6.6870446,4.542906,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to theoretical computer science in complexity, on-line algorithms, resource tradeoffs, and models of algorithmic paradigms.",Allan Borodin,2014
7.0545917,4.4179683,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to algorithms, probabilistic methods, and networks.",Aravind Srinivasan,2014
4.453355,5.3300133,4,"contributions, database, data, management, systems, query","For contributions to database technology, notably the integrated data store",Charles W Bachman,2014
4.5502596,1.4891512,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to robotics and sensor networks.,Daniela Rus,2014
4.0541196,3.9748368,6,"contributions, parallel, computing, memory, performance, design","For contributions to data structures, and the theory of distributed and parallel computing.",Faith Ellen,2014
6.2424073,7.6362123,8,"human, contributions, interaction, computer, computing, design","For contributions to artificial intelligence, and human-computer interaction.",Eric Horvitz,2014
4.7994485,7.5444317,3,"computer, contributions, acm, computing, science, years","For contributions to computing education, and broadening participation.",Mark Guzdial,2014
3.9501908,2.4848597,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to the areas of energy efficiency and server architectures.,Parthasarathy Ranganathan,2014
9.16715,6.9619365,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to computer vision, and medical image computing.",Eric Grimson,2014
4.7333913,5.301783,4,"contributions, database, data, management, systems, query",For contributions to the theory of database systems.,Foto Afrati,2014
4.4303284,3.090176,2,"contributions, software, programming, languages, verification, systems",For contributions demonstrating that provably correct operating systems are feasible and suitable for real-world use.,Gernot Heiser,2014
5.9429092,2.073908,1,"contributions, systems, wireless, internet, networks, distributed","For contributions to the design of protocols, applications, and algorithms for Internet multimedia.",Henning Schulzrinne,2014
6.438624,5.3313127,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to large-scale data analysis, machine learning and computational mathematics.",Inderjit Dhillon,2014
5.1575127,5.0043592,4,"contributions, database, data, management, systems, query","For contributions to high-performance database query processing methods, in particular on spatial data.",Jignesh M Patel,2014
5.413839,5.0884132,4,"contributions, database, data, management, systems, query",For his contributions to data mining and data stream query processing.,Johannes Gehrke,2014
4.656592,3.394734,6,"contributions, parallel, computing, memory, performance, design",For contributions to the theory and practice of distributed and concurrent systems,Leslie Lamport,2014
6.7899795,2.6073046,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to  research and education in usable privacy and security.,Lorrie Faith Cranor,2014
1.4572814,5.461423,2,"contributions, software, programming, languages, verification, systems","For contributions to software analysis, testing, and verification.",Michael D Ernst,2014
6.282653,5.552865,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to machine learning, artificial intelligence, and algorithmic game theory and computational social science.",Michael Kearns,2014
7.167622,4.3296685,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to coding theory, hashing algorithms and data structures, and networking algorithms.",Michael Mitzenmacher,2014
2.56329,4.919899,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to domains in logical form, game semantics, categorical quantum mechanics, and contextual semantics.",Samson Abramsky,2014
4.113494,2.124415,1,"contributions, systems, wireless, internet, networks, distributed","For contributions to embedded architecture exploration, and service to electronic design automation and embedded systems.",Nikil D. Dutt,2014
6.7334213,2.6441576,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to and leadership in the theory and practice of privacy and security.,Paul Syverson,2014
6.7244716,2.571208,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to Internet security and privacy.,Gene Tsudik,2014
5.6984477,5.8508897,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to artificial intelligence, automated reasoning, and the formation and evolution of representations.",Alan Bundy,2014
7.108873,3.5480301,0,"security, contributions, privacy, cryptography, systems, internet","For contributions to the study of pseudorandomness, derandomization, and cryptography.",Omer Reingold,2014
6.0911117,5.893816,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to artificial intelligence, including multi-agent systems, human-agent interaction and non-monotonic reasoning.",Sarit Kraus,2014
5.581699,6.156633,8,"human, contributions, interaction, computer, computing, design",For contributions to electronic design automation.,Alberto Luigi Sangiovanni Vincentelli,2014
4.9865294,5.5411468,4,"contributions, database, data, management, systems, query","For contributions to provenance management research and technology, and computational reproducibility.",Juliana Freire,2014
6.614098,6.7220984,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to knowledge discovery and data mining.,Ramakrishnan Srikant,2014
5.2081,2.795373,1,"contributions, systems, wireless, internet, networks, distributed","For contributions to computer networking, distributed systems, and operating systems.",Robert Morris,2014
6.8432665,4.507939,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to delegated computation, sublinear time algorithms and property testing.",Ronitt Rubinfeld,2014
5.2240157,5.20908,4,"contributions, database, data, management, systems, query","For contributions to database education, query processing, query optimization and keyword queries.",S. Sudarshan,2014
4.5923853,5.760821,4,"contributions, database, data, management, systems, query","For contribution to data modeling, database design, and database education.",Shamkant Navathe,2014
1.5269233,4.495495,2,"contributions, software, programming, languages, verification, systems","For contributions to efficient and capable SAT solvers, and accurate embedded software models.",Sharad Malik,2014
4.071583,2.5794222,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to secure and energy-efficient hardware.,Srinivas Devadas,2014
5.9471254,8.144821,8,"human, contributions, interaction, computer, computing, design",For contributions to human-computer interaction.,Stephen J Whittaker,2014
7.0307546,7.5494356,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to natural-language processing, and to open-access systems and policy.",Stuart Shieber,2014
4.0227227,2.7058039,6,"contributions, parallel, computing, memory, performance, design",For contributions to the design and testing of robust computing systems.,Subhasish Mitra,2014
6.7820325,7.0444345,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to the theory and practice of machine learning and information retrieval.,Thorsten Joachims,2014
6.879295,5.2215266,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to sparse matrix algorithms and software.,Timothy Alden Davis,2014
5.6277633,7.86379,8,"human, contributions, interaction, computer, computing, design","For contributions to ubiquitous computing, and computer supported cooperative work.",Tom Rodden,2014
2.564936,3.9718497,6,"contributions, parallel, computing, memory, performance, design",For developing the LLVM compiler and for contributions to parallel computing and software security.,Vikram Adve,2014
5.407935,3.4065366,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to randomized algorithms, especially dynamic graph algorithms and fault tolerant distributed computing.",Valerie King,2014
4.0966725,2.1317868,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to power estimation and optimization in the design of power-aware systems.,Vijaykrishnan Narayanan,2014
5.70584,3.8281505,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to machine learning, algorithmic game theory, distributed computing, and communication networks.",Yishay Mansour,2014
2.1272197,5.1650777,2,"contributions, software, programming, languages, verification, systems",For contributions to languages and systems that use information flow for implementing secure computing systems.,Andrew Myers,2013
2.450334,6.2698045,2,"contributions, software, programming, languages, verification, systems","For contributions in software engineering and multiagent systems, and for computer science leadership in Brazil.",Carlos J P De Lucena,2013
6.69636,6.6291547,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to knowledge discovery and data mining algorithms.,Charu Chandra Aggarwal,2013
6.69124,3.7105885,1,"contributions, systems, wireless, internet, networks, distributed","For scientific contributions enabling quantum communications, advanced tactical networks, and programming literacy.",Chip Elliott,2013
6.8146276,2.6199095,0,"security, contributions, privacy, cryptography, systems, internet","For contributions to research on human interaction with information systems, data practices, and information policy.",Christine L Borgman,2013
7.018709,7.612973,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to natural language processing research and education.,Christopher Manning,2013
6.712772,7.214989,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to automated search and planning.,Dana Nau,2013
9.055608,7.0324383,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to computer vision.,David Forsyth,2013
2.248925,6.2083,2,"contributions, software, programming, languages, verification, systems",For contributions to the development of software architecture as a discipline in softwareengineering.,David Garlan,2013
8.766441,6.2617,8,"human, contributions, interaction, computer, computing, design","For contributions to computer graphics, user interface software, and visual analytics.",David J Kasik,2013
7.218251,4.671134,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to the design and analysis of approximation algorithms.,David Williamson,2013
6.98764,4.062485,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to randomness extraction, pseudorandomness, and their role in complexity theory.",David Zuckerman,2013
4.66907,5.459064,4,"contributions, database, data, management, systems, query",For technical and literary contributions over a broad range of data management topics.,Dennis E Shasha,2013
5.45373,1.5660926,1,"contributions, systems, wireless, internet, networks, distributed","For contributions in cross-layer wireless networking, wireless network coding, and Internet congestion control.",Dina Katabi,2013
3.7344613,4.3600135,6,"contributions, parallel, computing, memory, performance, design","For contributions to software, particularly in support of concurrency.",Douglas Lea,2013
6.7287393,7.2907896,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to industrial leadership and to information retrieval and Web search.,Yoelle Maarek,2013
5.171705,3.4926252,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to communication and computation in intermittingly-connected networks.,Ellen Zegura,2013
1.4693578,4.8153305,2,"contributions, software, programming, languages, verification, systems",For contributions to mathematically-based methods for ensuring the efficient implementation and verification of practical programming languages.,Greg Morrisett,2013
6.1131296,7.538516,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to artificial intelligence and pervasive computing with applications to assistive technology and health.,Henry A Kautz,2013
2.5168834,5.3929596,2,"contributions, software, programming, languages, verification, systems","For Java, NeWS, Emacs, NetBeans, and other contributions to programming languages, tools, and environments.",James Gosling,2013
3.9840274,2.9027796,6,"contributions, parallel, computing, memory, performance, design",For contributions to the implementation and analysis of multiprocessor and multicore real-time systems.,James H Anderson,2013
