x,y,cluster,keywords,citation,full_name,year
-29.311901,-17.219976,7,"contributions, learning, intelligence, artificial, mining, machine",For applications of machine learning and for increasing participation of women in computer science.,Carla Brodley,2016
-47.90369,-5.020655,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions in computer vision.,Carlo Tomasi,2016
33.76064,0.012423136,6,"contributions, parallel, computing, memory, performance, design",For contributions to transactional memory and data center architecture.,Christos Kozyrakis,2016
1.2503437,-7.623405,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to cryptography and computer security.,Dan Boneh,2016
22.653292,-18.33105,2,"contributions, software, programming, languages, verification, systems",For contributions to software modeling and the creation of the modeling language Alloy.,Daniel Jackson,2016
21.895714,11.859852,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to distributed computing and graph algorithms.,David Peleg,2016
-8.806225,1.679378,4,"contributions, database, data, management, systems, query","For data management and integration in non-traditional domains including biomedicine, finance, and humanitarian applications.",Louiqa Raschid,2016
-36.288933,16.922882,8,"human, contributions, interaction, computer, computing, design","For contributions to human-computer interaction, particularly new interaction modes and novel user interface software formalisms.",Robert J.K. Jacob,2016
20.192913,36.748356,1,"contributions, systems, wireless, internet, networks, distributed","For contributions to sustainability sensing, low-power wireless sensing, and mobile health.",Shwetak N Patel,2016
23.605509,19.023483,1,"contributions, systems, wireless, internet, networks, distributed","For contributions to cloud networking, storage, and data management.",Sudipta Sengupta,2016
38.91727,-4.0364823,6,"contributions, parallel, computing, memory, performance, design",For contributions to software prefetching and thread-level speculation.,Todd C Mowry,2016
-34.84153,-10.346647,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to geometric computing, data structures, and graph algorithms.",Erik Demaine,2016
-47.434017,1.3125569,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to computational photography and computer graphics rendering.,Fredo Durand,2016
30.169369,-12.243176,2,"contributions, software, programming, languages, verification, systems",For contributions to static program analysis.,Ganesan Ramalingam,2016
-14.613098,3.2955706,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to artificial intelligence and the development of the Semantic Web.,James Hendler,2016
-32.269665,18.242453,8,"human, contributions, interaction, computer, computing, design","For contributions to human-computer interaction, with a focus on user interface design tools and ubiquitous computing.",James Landay,2016
24.844492,30.639942,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to mobile computing and reliable distributed systems.,Jason Flinn,2016
40.07881,32.71928,1,"contributions, systems, wireless, internet, networks, distributed","For contributions to local network technology, internet measurement, and research.",Joseph Bryan Lyles,2016
-33.088394,19.83756,8,"human, contributions, interaction, computer, computing, design",For contributions to human-computer interaction and advocacy for empowerment and voice through technology.,Justine Cassell,2016
28.130785,-13.496975,2,"contributions, software, programming, languages, verification, systems",For contributions to making program verification accessible and practical.,K. Rustan M. Leino,2016
17.421371,35.403114,6,"contributions, parallel, computing, memory, performance, design",For contributions to the design of low power multi-processor systems.,Luca Benini,2016
-28.08554,2.8279562,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to the field of artificial intelligence, in particular in planning, learning, multi-agent systems, and robotics.",Manuela Veloso,2016
4.72618,-26.834944,6,"contributions, parallel, computing, memory, performance, design",For the design and implementation of column-store and main-memory database systems.,Martin Kersten,2016
21.580475,11.210352,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to computational complexity, theory of distributed computing, and design and analysis of algorithms.",Michael E Saks,2016
10.070132,-8.059261,2,"contributions, software, programming, languages, verification, systems",For contributions to computing theory and its practical application.,Monika Henzinger,2016
1.4690009,0.109682746,0,"security, contributions, privacy, cryptography, systems, internet",For data-driven studies of Internet security and Internet censorship.,Nick Feamster,2016
-18.264364,-11.604996,5,"contributions, algorithms, theory, complexity, computational, design","For contributions in the study of expander graphs, derandomization and streaming algorithms.",Noga Alon,2016
40.601875,33.35186,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to Internet measurement and analysis.,Paul Barford,2016
0.19155923,-8.508328,0,"security, contributions, privacy, cryptography, systems, internet","For contributions to applied cryptography, authentication and computer security.",Paul Van Oorschot,2016
-32.87113,15.935246,8,"human, contributions, interaction, computer, computing, design",For contributions to human-computer interaction and the design of human-centered technology.,Abigail Sellen,2016
-48.34231,2.049189,9,"contributions, vision, computer, graphics, geometry, robotics","For work on global illumination, material capture, and display of high-dynamic-range images.",Holly E Rushmeier,2016
23.933117,-11.269649,2,"contributions, software, programming, languages, verification, systems",For contributions to the theory and practice of probabilistic verification.,Marta Kwiatkowska,2016
34.229362,23.733772,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to the theory and practice of Internet routing and bridging protocols.,Radia Perlman,2016
15.144872,33.036007,2,"contributions, software, programming, languages, verification, systems",For contributions in design of embedded systems and hardware-software codesign.,Rajesh Gupta,2016
-7.43151,-10.7319355,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to the field of theoretical computer science.,Ravi Kannan,2016
13.64936,37.740166,6,"contributions, parallel, computing, memory, performance, design","For contributions to power, energy, and thermal management of servers and datacenters.",Ricardo Bianchini,2016
-25.028957,-19.023964,6,"contributions, parallel, computing, memory, performance, design","For contributions to data science, data intensive computing and data mining.",Robert L. Grossman,2016
8.839743,31.101767,6,"contributions, parallel, computing, memory, performance, design",For contributions to the enhancement of performance and reliability in integrated circuits.,Sachin S. Sapatnekar,2016
-34.962276,11.326697,8,"human, contributions, interaction, computer, computing, design","For contributions to the empirical and theoretical foundations of multimodal systems, and to human-centered computer interfaces.",Sharon Oviatt,2016
25.271713,-13.016947,2,"contributions, software, programming, languages, verification, systems","For contributions to verification, programming languages, and software engineering.",Somesh Jha,2016
38.33021,-17.771679,2,"contributions, software, programming, languages, verification, systems",For contributions to memory management in programming languages.,Stephen Blackburn,2016
40.57704,4.5822477,6,"contributions, parallel, computing, memory, performance, design",For contributions to power aware computer architecture.,Trevor Mudge,2016
-30.353745,23.120918,8,"human, contributions, interaction, computer, computing, design",For leadership in broadening participation in computing.,Valerie Taylor,2016
24.924833,32.809437,1,"contributions, systems, wireless, internet, networks, distributed",For research contributions and professional leadership in networked and mobile computing systems.,Venkata Padmanabhan,2016
-46.531826,-4.931766,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to low-level computer vision, machine learning, and computer graphics.",William Freeman,2016
-35.504494,-36.00785,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to spoken language processing.,Xuedong Huang,2016
-13.619558,6.4497266,7,"contributions, learning, intelligence, artificial, mining, machine",For leadership in advancing the use of artificial intelligence in support of science and for service to the community.,Yolanda Gil,2016
-34.221413,-25.657774,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to machine learning and data mining.,Zhi-Hua Zhou,2016
-0.30901834,-28.158268,4,"contributions, database, data, management, systems, query","For contributions to the design, implementation, and evaluation of modern database systems.",Anastasia Ailamaki,2015
22.315052,18.299429,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to cloud computing.,Assaf Schuster,2015
35.67814,1.3253101,6,"contributions, parallel, computing, memory, performance, design",For contributions to multiprocessor and memory architecture design and evaluation.,Babak Falsafi,2015
-35.37637,-29.333778,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to knowledge discovery and data mining, opinion mining, and sentiment analysis.",Bing Liu,2015
-31.236828,-24.609547,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to the theory and practice of machine learning and data mining.,Chih-Jen Lin,2015
5.8075824,-6.438496,0,"security, contributions, privacy, cryptography, systems, internet","For contributions to the science of database privacy, cryptography, and distributed computing.",Cynthia Dwork,2015
-31.373846,-26.682247,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to the theory and practice of probabilistic topic modeling and Bayesian machine learning.,David M. Blei,2015
17.702644,35.26793,6,"contributions, parallel, computing, memory, performance, design",For contributions to low-power computing systems.,Naehyuck Chang,2015
9.527459,24.06648,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to content distribution architectures in peer-to-peer networks.,Pablo Rodriguez,2015
-28.264973,-8.072089,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to high-dimensional geometric computing, streaming/sketching algorithms, and the Sparse Fourier Transform.",Piotr Indyk,2015
-37.007343,-24.624363,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to the foundation, methodology and applications of data mining.",Jian Pei,2015
-33.669025,16.421755,8,"human, contributions, interaction, computer, computing, design",For contributions to human-computer interaction and leadership in the CHI community.,Mary P. Czerwinski,2015
-32.708424,-34.546394,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to natural language processing and computational linguistics,Dragomir R Radev,2015
-29.52925,13.220532,8,"human, contributions, interaction, computer, computing, design",For contributions to human-centered computing and to the development of health information technologies.,Elizabeth D. Mynatt,2015
27.058765,-16.753122,2,"contributions, software, programming, languages, verification, systems",For contributions to the logical foundations of automatic theorem proving and types for programming languages.,Frank Pfenning,2015
3.457439,-21.090372,2,"contributions, software, programming, languages, verification, systems","For contributions to description logics, data management, and verification of data-driven processes",Giuseppe De Giacomo,2015
-29.039454,12.455809,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to the research and development of security informatics and health informatics systems.,Hsinchun Chen,2015
-2.7300978,-25.408884,4,"contributions, database, data, management, systems, query",For contributions to the theory and practice of data management systems.,Jayant R Haritsa,2015
-17.591604,-1.2765366,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to artificial intelligence through the development of a calculus for probabilistic and causal reasoning.,Judea Pearl,2015
-35.504482,-36.008003,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to spoken language processing.,Julia Hirschberg,2015
26.423225,28.110445,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to delay-tolerant networking.,Kevin Fall,2015
13.981797,35.96791,6,"contributions, parallel, computing, memory, performance, design","For contributions in power- and thermal-aware modeling, design and benchmarking of microprocessors, including GPUs.",Kevin Skadron,2015
33.634953,-13.581815,2,"contributions, software, programming, languages, verification, systems",For contributions to just-in-time compilation and optimization and to compiler techniques for computer security.,Michael Franz,2015
-14.553474,-10.332194,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to coding theory, cryptography, parallel algorithms and derandomization.",Michael George Luby,2015
17.39974,-8.362605,2,"contributions, software, programming, languages, verification, systems",For contributions to the theory and practice of software reliability engineering.,Michael Rung-Tsong Lyu,2015
-26.937323,5.0512166,2,"contributions, software, programming, languages, verification, systems",For contributions to multi-agent systems and the formalization of rational action in multi-agent environments.,Michael Wooldridge,2015
-29.023422,22.715288,8,"human, contributions, interaction, computer, computing, design",For contributions to robotics and leadership in broadening participation in computing.,Nancy M Amato,2015
27.815735,-9.719799,2,"contributions, software, programming, languages, verification, systems",For contributions to research in automated formal verification of hardware and software systems.,Orna Grumberg,2015
38.084457,15.518405,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to computer and mobile systems security.,Patrick McDaniel,2015
-19.755919,12.832886,8,"human, contributions, interaction, computer, computing, design",For contributions in social computing and human-computer interaction.,Paul Dourish,2015
-39.742676,-3.2832673,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to computer graphics and geometry processing.,Peter Schroeder,2015
-10.328105,4.612907,4,"contributions, database, data, management, systems, query",For contributions to structured data representation and specification and their impact on the Web.,Ramanathan Guha,2015
-19.086864,-16.473724,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to algorithms for convex sets and probability distributions.,Santosh Vempala,2015
24.342762,-11.899421,2,"contributions, software, programming, languages, verification, systems",For contributions to the theory and practice of automated analysis and verification of software.,Shmuel Sagiv,2015
19.850822,-14.10292,2,"contributions, software, programming, languages, verification, systems",For contributions to software analysis and defect detection.,Sriram Rajamani,2015
-17.211987,-28.524237,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to mathematical theory, algorithms, and software for large-scale molecular phylogenetics and historical linguistics.",Tandy Warnow,2015
32.52025,7.183612,6,"contributions, parallel, computing, memory, performance, design",For contributions to performance and reliability enhancement of flash-memory storage systems.,Tei-Wei Kuo,2015
1.0686349,-7.804052,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to cryptography and information security.,Ueli M Maurer,2015
2.0044072,-8.697984,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to cryptography and software research.,Victor Miller,2015
-6.0721483,2.3659027,4,"contributions, database, data, management, systems, query",For contributions to data provenance and to the foundations of information integration.,Wang-Chiew Tan,2015
29.699429,-14.342078,2,"contributions, software, programming, languages, verification, systems","For contributions to safe, high-performance functional programming languages and compilers, and to compiler verification.",Xavier Leroy,2015
23.58904,37.17409,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to sensor networks.,Yunhao Liu,2015
-45.684654,1.66794,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to non-photorealistic rendering, multi-resolution representations, and computer graphics.",Adam Finkelstein,2014
-12.505935,-16.880817,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to theoretical computer science in complexity, on-line algorithms, resource tradeoffs, and models of algorithmic paradigms.",Allan Borodin,2014
-16.811703,-10.360935,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to algorithms, probabilistic methods, and networks.",Aravind Srinivasan,2014
-1.5154142,-33.500767,4,"contributions, database, data, management, systems, query","For contributions to database technology, notably the integrated data store",Charles W Bachman,2014
23.482843,37.571953,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to robotics and sensor networks.,Daniela Rus,2014
17.360655,11.255898,6,"contributions, parallel, computing, memory, performance, design","For contributions to data structures, and the theory of distributed and parallel computing.",Faith Ellen,2014
-32.304142,10.775635,8,"human, contributions, interaction, computer, computing, design","For contributions to artificial intelligence, and human-computer interaction.",Eric Horvitz,2014
-29.705654,23.385504,3,"computer, contributions, acm, computing, science, years","For contributions to computing education, and broadening participation.",Mark Guzdial,2014
14.823549,38.070732,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to the areas of energy efficiency and server architectures.,Parthasarathy Ranganathan,2014
-50.825573,-3.4851487,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to computer vision, and medical image computing.",Eric Grimson,2014
-3.342155,-26.938833,4,"contributions, database, data, management, systems, query",For contributions to the theory of database systems.,Foto Afrati,2014
25.472116,3.3321786,2,"contributions, software, programming, languages, verification, systems",For contributions demonstrating that provably correct operating systems are feasible and suitable for real-world use.,Gernot Heiser,2014
35.952908,21.492954,1,"contributions, systems, wireless, internet, networks, distributed","For contributions to the design of protocols, applications, and algorithms for Internet multimedia.",Henning Schulzrinne,2014
-24.884735,-18.04591,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to large-scale data analysis, machine learning and computational mathematics.",Inderjit Dhillon,2014
-10.010942,-32.483315,4,"contributions, database, data, management, systems, query","For contributions to high-performance database query processing methods, in particular on spatial data.",Jignesh M Patel,2014
-12.242177,-35.03529,4,"contributions, database, data, management, systems, query",For his contributions to data mining and data stream query processing.,Johannes Gehrke,2014
23.916672,8.573789,6,"contributions, parallel, computing, memory, performance, design",For contributions to the theory and practice of distributed and concurrent systems,Leslie Lamport,2014
4.497672,-1.3994852,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to  research and education in usable privacy and security.,Lorrie Faith Cranor,2014
21.220844,-10.971909,2,"contributions, software, programming, languages, verification, systems","For contributions to software analysis, testing, and verification.",Michael D Ernst,2014
-24.607018,-3.4261906,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to machine learning, artificial intelligence, and algorithmic game theory and computational social science.",Michael Kearns,2014
-14.75885,-9.85243,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to coding theory, hashing algorithms and data structures, and networking algorithms.",Michael Mitzenmacher,2014
-5.572738,-20.262253,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to domains in logical form, game semantics, categorical quantum mechanics, and contextual semantics.",Samson Abramsky,2014
17.85305,29.560583,1,"contributions, systems, wireless, internet, networks, distributed","For contributions to embedded architecture exploration, and service to electronic design automation and embedded systems.",Nikil D. Dutt,2014
5.365643,-0.16369909,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to and leadership in the theory and practice of privacy and security.,Paul Syverson,2014
4.17314,-2.1406019,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to Internet security and privacy.,Gene Tsudik,2014
-20.266842,-1.023728,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to artificial intelligence, automated reasoning, and the formation and evolution of representations.",Alan Bundy,2014
-1.7716953,-7.834522,0,"security, contributions, privacy, cryptography, systems, internet","For contributions to the study of pseudorandomness, derandomization, and cryptography.",Omer Reingold,2014
-25.529604,4.049988,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to artificial intelligence, including multi-agent systems, human-agent interaction and non-monotonic reasoning.",Sarit Kraus,2014
-18.699327,7.2788177,8,"human, contributions, interaction, computer, computing, design",For contributions to electronic design automation.,Alberto Luigi Sangiovanni Vincentelli,2014
-5.9764414,2.3507676,4,"contributions, database, data, management, systems, query","For contributions to provenance management research and technology, and computational reproducibility.",Juliana Freire,2014
-35.09428,-26.94879,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to knowledge discovery and data mining.,Ramakrishnan Srikant,2014
29.73353,20.317484,1,"contributions, systems, wireless, internet, networks, distributed","For contributions to computer networking, distributed systems, and operating systems.",Robert Morris,2014
-14.852514,-16.099314,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to delegated computation, sublinear time algorithms and property testing.",Ronitt Rubinfeld,2014
-9.397909,-36.058372,4,"contributions, database, data, management, systems, query","For contributions to database education, query processing, query optimization and keyword queries.",S. Sudarshan,2014
-3.3140116,5.120477,4,"contributions, database, data, management, systems, query","For contribution to data modeling, database design, and database education.",Shamkant Navathe,2014
28.989063,-8.706834,2,"contributions, software, programming, languages, verification, systems","For contributions to efficient and capable SAT solvers, and accurate embedded software models.",Sharad Malik,2014
19.740908,-2.5942385,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to secure and energy-efficient hardware.,Srinivas Devadas,2014
-34.2856,15.200305,8,"human, contributions, interaction, computer, computing, design",For contributions to human-computer interaction.,Stephen J Whittaker,2014
-32.718895,-35.977943,7,"contributions, learning, intelligence, artificial, mining, machine","For contributions to natural-language processing, and to open-access systems and policy.",Stuart Shieber,2014
28.400152,-1.4567424,6,"contributions, parallel, computing, memory, performance, design",For contributions to the design and testing of robust computing systems.,Subhasish Mitra,2014
-29.515074,-26.895218,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to the theory and practice of machine learning and information retrieval.,Thorsten Joachims,2014
-25.034367,-15.733639,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to sparse matrix algorithms and software.,Timothy Alden Davis,2014
-28.556293,18.403912,8,"human, contributions, interaction, computer, computing, design","For contributions to ubiquitous computing, and computer supported cooperative work.",Tom Rodden,2014
32.586174,-12.125433,6,"contributions, parallel, computing, memory, performance, design",For developing the LLVM compiler and for contributions to parallel computing and software security.,Vikram Adve,2014
24.087711,11.716217,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to randomized algorithms, especially dynamic graph algorithms and fault tolerant distributed computing.",Valerie King,2014
15.793915,39.780407,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to power estimation and optimization in the design of power-aware systems.,Vijaykrishnan Narayanan,2014
-22.784334,3.9466388,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to machine learning, algorithmic game theory, distributed computing, and communication networks.",Yishay Mansour,2014
22.663773,-22.03958,2,"contributions, software, programming, languages, verification, systems",For contributions to languages and systems that use information flow for implementing secure computing systems.,Andrew Myers,2013
-25.037502,6.480075,2,"contributions, software, programming, languages, verification, systems","For contributions in software engineering and multiagent systems, and for computer science leadership in Brazil.",Carlos J P De Lucena,2013
-35.670307,-26.308653,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to knowledge discovery and data mining algorithms.,Charu Chandra Aggarwal,2013
-11.289797,-11.098002,1,"contributions, systems, wireless, internet, networks, distributed","For scientific contributions enabling quantum communications, advanced tactical networks, and programming literacy.",Chip Elliott,2013
1.0719231,-3.3122046,0,"security, contributions, privacy, cryptography, systems, internet","For contributions to research on human interaction with information systems, data practices, and information policy.",Christine L Borgman,2013
-31.76861,-36.171207,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to natural language processing research and education.,Christopher Manning,2013
-28.738539,-29.851877,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to automated search and planning.,Dana Nau,2013
-47.90369,-5.020655,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to computer vision.,David Forsyth,2013
17.185293,-17.837883,2,"contributions, software, programming, languages, verification, systems",For contributions to the development of software architecture as a discipline in softwareengineering.,David Garlan,2013
-42.088993,10.010209,8,"human, contributions, interaction, computer, computing, design","For contributions to computer graphics, user interface software, and visual analytics.",David J Kasik,2013
-19.636381,-14.167347,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to the design and analysis of approximation algorithms.,David Williamson,2013
-14.653867,-13.817059,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to randomness extraction, pseudorandomness, and their role in complexity theory.",David Zuckerman,2013
-2.014613,-24.338312,4,"contributions, database, data, management, systems, query",For technical and literary contributions over a broad range of data management topics.,Dennis E Shasha,2013
32.159348,31.693272,1,"contributions, systems, wireless, internet, networks, distributed","For contributions in cross-layer wireless networking, wireless network coding, and Internet congestion control.",Dina Katabi,2013
19.579857,8.522077,6,"contributions, parallel, computing, memory, performance, design","For contributions to software, particularly in support of concurrency.",Douglas Lea,2013
-27.694399,-30.754473,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to industrial leadership and to information retrieval and Web search.,Yoelle Maarek,2013
15.725509,19.173386,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to communication and computation in intermittingly-connected networks.,Ellen Zegura,2013
25.721321,-12.322345,2,"contributions, software, programming, languages, verification, systems",For contributions to mathematically-based methods for ensuring the efficient implementation and verification of practical programming languages.,Greg Morrisett,2013
-27.827595,13.856549,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to artificial intelligence and pervasive computing with applications to assistive technology and health.,Henry A Kautz,2013
29.714735,-29.260483,2,"contributions, software, programming, languages, verification, systems","For Java, NeWS, Emacs, NetBeans, and other contributions to programming languages, tools, and environments.",James Gosling,2013
35.528187,10.124657,6,"contributions, parallel, computing, memory, performance, design",For contributions to the implementation and analysis of multiprocessor and multicore real-time systems.,James H Anderson,2013
-19.397943,13.739376,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to the science of information and social networks.,Jon Kleinberg,2013
8.811841,33.234287,1,"contributions, systems, wireless, internet, networks, distributed","For contributions to optimization methods for system-on-chip test automation, microfluidic biochips, and sensor network infrastructure.",Krishnendu Chakrabarty,2013
10.402175,18.340454,6,"contributions, parallel, computing, memory, performance, design",For contributions to high performance computing algorithms and software environments for simulating and analyzing socio-technical systems.,Madhav Marathe,2013
-30.143467,16.837166,8,"human, contributions, interaction, computer, computing, design","For contributions to human computer interaction, with an emphasis on finding and sharing expertise.",Mark S Ackerman,2013
-31.694384,-33.36341,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to information retrieval and computational linguistics.,Marti Hearst,2013
-8.218883,4.374913,4,"contributions, database, data, management, systems, query","For contributions to conceptual modeling, requirements engineering, metadata management, and computer science leadership in Germany.",Matthias Jarke,2013
-1.3486693,-12.264435,0,"security, contributions, privacy, cryptography, systems, internet","For contributions to provable security methods supporting high-quality, cost-effective cryptography.",Mihir Bellare,2013
-25.685036,5.140642,0,"security, contributions, privacy, cryptography, systems, internet","For contributions to the theory and practice of multi-agent systems, teamwork and security games.",Milind Tambe,2013
2.1633718,-6.9052463,0,"security, contributions, privacy, cryptography, systems, internet",For contributions to cryptography and its use in security and privacy of systems.,Moti Yung,2013
23.902916,8.095858,6,"contributions, parallel, computing, memory, performance, design",For contributions to the theory and practice of synchronization in concurrent programming.,Nir N Shavit,2013
-31.931044,-26.240005,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to probabilistic and statistical approaches to data mining and machine learning.,Padhraic Smyth,2013
28.882132,34.567738,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to wireless communication and control technologies.,Panganamala Kumar,2013
-12.387165,-2.9896202,4,"contributions, database, data, management, systems, query",For leadership in probabilistic methods for the management and analysis of data and for system simulation.,Peter Haas,2013
-15.647245,-26.955612,4,"contributions, database, data, management, systems, query",For contributions to database theory and computational biology.,Limsoon Wong,2013
30.680996,20.575113,1,"contributions, systems, wireless, internet, networks, distributed",For contributions to operating systems and networking research.,Timothy Roscoe,2013
-51.543922,6.7216215,8,"human, contributions, interaction, computer, computing, design","For contributions to video technology, and for leadership to advance computing in China.",Wen Gao,2013
-50.723732,-7.6423616,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to computer vision, image retrieval, and digital watermarking.",Ingemar J. Cox,2013
16.791615,13.241317,6,"contributions, parallel, computing, memory, performance, design",For contributions to parallel and high performance computing.,John Mellor-Crummey,2013
-11.643605,-35.013836,4,"contributions, database, data, management, systems, query",For contributions to scalable data mining and query processing.,Kyuseok Shim,2013
-49.38862,-5.495372,9,"contributions, vision, computer, graphics, geometry, robotics","For contributions to image processing, computer vision, and pattern recognition.",Ramalingam Chellappa,2013
-19.126333,-1.766939,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to the algorithmic foundations of automated reasoning with constraint-based and probabilistic information.,Rina Dechter,2013
-28.882143,-27.170074,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to the theory and practice of information retrieval.,S E Robertson,2013
-15.149672,-25.240435,5,"contributions, algorithms, theory, complexity, computational, design","For contributions to algorithmic approaches to program reliability, bioinformatics, and for service to the computer science research community.",Sampath Kumar Kannan,2013
-19.915949,-8.155586,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to algorithms for graph partitioning and for single- and multi-commodity flows.,Satish Rao,2013
-2.2406685,-29.254358,4,"contributions, database, data, management, systems, query","For contributions to database management, including distributed databases, rule-processing, and search computing.",Stefano Ceri,2013
-10.176856,-32.60816,4,"contributions, database, data, management, systems, query","For contributions to database query optimization, spatial data management, and data warehousing.",Timoleon Sellis,2013
-8.842271,-34.50843,4,"contributions, database, data, management, systems, query","For contributions to query languages, query optimization and data provenance.",Val Tannen,2013
18.390963,-8.428438,2,"contributions, software, programming, languages, verification, systems",For contributions to software reliability and quality.,Yuanyuan Zhou,2013
-48.226833,-6.598746,9,"contributions, vision, computer, graphics, geometry, robotics",For contributions to computer vision and multimedia.,Zhengyou Zhang,2013
-13.862326,-12.114356,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to randomized algorithms and their applications to statistical physics.,Alistair Sinclair,2012
8.554092,33.126076,2,"contributions, software, programming, languages, verification, systems",For contributions to physical design automation and to design for manufacturability of microelectronic systems.,Andrew Kahng,2012
27.342009,-19.70054,2,"contributions, software, programming, languages, verification, systems",For contributions to the theory of programming language semantics.,Andrew M Pitts,2012
-25.536015,-11.864409,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to the design and analysis of algorithms and their use in the study of systems design.,Anna Karlin,2012
-20.10547,-0.8238411,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to artificial intelligence with applications to automated reasoning and planning.,Bart Selman,2012
24.885302,-21.680471,2,"contributions, software, programming, languages, verification, systems",For contributions to the theory and practice of programming languages and their type systems.,Benjamin Pierce,2012
-15.845815,-18.564754,5,"contributions, algorithms, theory, complexity, computational, design",For contributions to the theory of combinatorial optimization and to the design and analysis of graph algorithms.,Clifford Stein,2012
19.588552,-22.810095,2,"contributions, software, programming, languages, verification, systems",For contributions to programming languages and for the development of open-source research infrastructures.,David Paul Grove,2012
-2.864473,-31.068123,4,"contributions, database, data, management, systems, query",For contributions to database management systems.,Ahmed Elmagarmid,2012
-17.499567,0.42438224,7,"contributions, learning, intelligence, artificial, mining, machine",For contributions to knowledge representation and computational decision making.,Craig Boutilier,2012
36.425793,-12.651052,6,"contributions, parallel, computing, memory, performance, design",For contributions to high performance computing software and compiler optimizations.,Manish Gupta,2012
